"","Region","Site","Survey_Date","Season","Vert_Transect_Dist_m","Quad_Dist_m","Quad_TH_m","Dead_Barnacles","Acorn_Barnacle_Balanus_Chthamalus","California_Mussel_M._californianus","Angled_Unicorn_Whelk_A._spirata","Dark_Unicorn_Whelk_M._lugubris","As_Count","Mex_Count","Mex_Status","As_Status","Mex_Present","As_Present","As_Log_Trans","Mex_Log_Trans","Avg_Lat","Prop_LiveBarn","Mussel_Prop"
"20","SoCal","Heisler Park",2022-04-13,"Spring",16,5.77,0.67,0,1,22,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0.22
"21","SoCal","Heisler Park",2022-04-13,"Spring",16,6.61,0.42,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"22","SoCal","Heisler Park",2022-04-13,"Spring",16,9.36,0.17,0,13,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0
"23","SoCal","Heisler Park",2022-04-13,"Spring",6,0,1.86,0.1,15,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.993377483443709,0
"24","SoCal","Heisler Park",2022-04-13,"Spring",6,0.66,1.61,2,7,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.777777777777778,0
"25","SoCal","Heisler Park",2022-04-13,"Spring",6,2.33,1.36,0,2,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0
"26","SoCal","Heisler Park",2022-04-13,"Spring",6,3,1.11,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"27","SoCal","Heisler Park",2022-04-13,"Spring",6,3.66,0.86,0,0.1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0
"28","SoCal","Heisler Park",2022-04-13,"Spring",6,4.01,0.61,0,0.1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0
"29","SoCal","Heisler Park",2022-04-13,"Spring",14,0,2.01,5,50,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.909090909090909,0
"30","SoCal","Heisler Park",2022-04-13,"Spring",14,0.45,1.76,3,20,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.869565217391304,0
"31","SoCal","Heisler Park",2022-04-13,"Spring",14,1.89,1.51,0.7,4,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.851063829787234,0
"32","SoCal","Heisler Park",2022-04-13,"Spring",14,5.25,1.26,0.2,0,20,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0,0.2
"33","SoCal","Heisler Park",2022-04-13,"Spring",14,5.89,1.01,0.5,1,30,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.666666666666667,0.3
"34","SoCal","Heisler Park",2022-04-13,"Spring",14,7.33,0.76,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"35","SoCal","Heisler Park",2022-04-13,"Spring",14,8.43,0.51,0.1,0.1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.5,0
"36","SoCal","Heisler Park",2022-04-13,"Spring",7,0,1.71,0,0.5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0
"37","SoCal","Heisler Park",2022-04-13,"Spring",7,1.05,1.46,8,13,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.619047619047619,0
"38","SoCal","Heisler Park",2022-04-13,"Spring",7,2.49,1.21,0.1,5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.980392156862745,0
"39","SoCal","Heisler Park",2022-04-13,"Spring",7,3.65,0.96,0,0.3,5,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,1,0.05
"40","SoCal","Heisler Park",2022-04-13,"Spring",7,4.9,0.71,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"41","SoCal","Heisler Park",2022-04-13,"Spring",7,5.25,0.46,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"42","SoCal","Heisler Park",2022-04-13,"Spring",4,0,1.79,3,16,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.842105263157895,0
"43","SoCal","Heisler Park",2022-04-13,"Spring",4,0.75,1.54,1,21,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,0.954545454545455,0
"44","SoCal","Heisler Park",2022-04-13,"Spring",4,1.44,1.29,0,0,1,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0.01
"45","SoCal","Heisler Park",2022-04-13,"Spring",4,2.31,1.04,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"46","SoCal","Heisler Park",2022-04-13,"Spring",4,2.72,0.79,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.542376,NA,0
"47","SoCal","Shaw's Cove",2022-04-20,"Spring",18,0,1.28,24,26,17,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.52,0.17
"48","SoCal","Shaw's Cove",2022-04-20,"Spring",18,4.09,1.03,2,43,100,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.955555555555556,1
"49","SoCal","Shaw's Cove",2022-04-20,"Spring",18,7.39,0.78,0.7,2,8,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.740740740740741,0.08
"50","SoCal","Shaw's Cove",2022-04-20,"Spring",18,8,0.53,0,1,24,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,1,0.24
"51","SoCal","Shaw's Cove",2022-04-20,"Spring",18,9.05,0.28,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0
"52","SoCal","Shaw's Cove",2022-04-20,"Spring",17,0,1.22,2,2,12,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.5,0.12
"53","SoCal","Shaw's Cove",2022-04-20,"Spring",17,4,0.97,1,25,75,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.961538461538462,0.75
"54","SoCal","Shaw's Cove",2022-04-20,"Spring",17,6.75,0.72,1,10,40,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.909090909090909,0.4
"55","SoCal","Shaw's Cove",2022-04-20,"Spring",17,7.73,0.47,0,0,9,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0.09
"56","SoCal","Shaw's Cove",2022-04-20,"Spring",17,8.33,0.22,0,0,5,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0.05
"57","SoCal","Shaw's Cove",2022-04-20,"Spring",15,0,1.01,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0
"58","SoCal","Shaw's Cove",2022-04-20,"Spring",15,4.33,0.76,3,20,97,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.869565217391304,0.97
"59","SoCal","Shaw's Cove",2022-04-20,"Spring",15,7.51,0.51,0,0.8,48,1,0,1,0,"NA","Historic",0,1,0.693147180559945,0,33.544744,1,0.48
"60","SoCal","Shaw's Cove",2022-04-20,"Spring",15,8.22,0.26,0,0,6,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0.06
"61","SoCal","Shaw's Cove",2022-04-20,"Spring",13,0,1.36,17,42,31,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.711864406779661,0.31
"62","SoCal","Shaw's Cove",2022-04-20,"Spring",13,4.64,1.11,0,10,92,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,1,0.92
"63","SoCal","Shaw's Cove",2022-04-20,"Spring",13,5.55,0.86,0.7,9,53,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.927835051546392,0.53
"64","SoCal","Shaw's Cove",2022-04-20,"Spring",13,6.13,0.61,0.1,7,19,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.985915492957746,0.19
"65","SoCal","Shaw's Cove",2022-04-20,"Spring",13,7.55,0.36,1,0,12,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0,0.12
"66","SoCal","Shaw's Cove",2022-04-20,"Spring",13,9.4,0.11,0,0,3,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0.03
"67","SoCal","Shaw's Cove",2022-04-20,"Spring",8,0,1.33,10,46,9,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.821428571428571,0.09
"68","SoCal","Shaw's Cove",2022-04-20,"Spring",8,2.83,1.08,1,37,89,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,0.973684210526316,0.89
"69","SoCal","Shaw's Cove",2022-04-20,"Spring",8,8.15,0.83,0.2,13,38,2,0,1,0,"NA","Historic",0,1,0.693147180559945,0,33.544744,0.984848484848485,0.38
"70","SoCal","Shaw's Cove",2022-04-20,"Spring",8,9.85,0.58,0,0.5,10,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,1,0.1
"71","SoCal","Shaw's Cove",2022-04-20,"Spring",8,10.43,0.33,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.544744,NA,0
"72","SoCal","Victoria Beach",2022-04-19,"Spring",24,0,1.92,0,0,35,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,NA,0.35
"73","SoCal","Victoria Beach",2022-04-19,"Spring",24,1.04,1.67,0,10,66,0,3,0,1,"Expanded","Historic",1,0,0,0.693147180559945,33.519642,1,0.66
"74","SoCal","Victoria Beach",2022-04-19,"Spring",24,1.54,1.42,0,6,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,1
"75","SoCal","Victoria Beach",2022-04-19,"Spring",24,1.87,1.17,0,6,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,1
"76","SoCal","Victoria Beach",2022-04-19,"Spring",24,2.15,0.92,0,8,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,1
"77","SoCal","Victoria Beach",2022-04-19,"Spring",24,2.72,0.67,0,7,98,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.98
"78","SoCal","Victoria Beach",2022-04-19,"Spring",24,3.65,0.42,0,7,73,0.5,0,1,0,"Expanded","Historic",0,1,0.693147180559945,0,33.519642,1,0.73
"79","SoCal","Victoria Beach",2022-04-19,"Spring",12,0,1.54,0,30,95,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.95
"80","SoCal","Victoria Beach",2022-04-19,"Spring",12,3.7,1.04,0.1,2,76,1,2,2,1,"Expanded","Historic",1,1,1.09861228866811,0.693147180559945,33.519642,0.952380952380952,0.76
"81","SoCal","Victoria Beach",2022-04-19,"Spring",10,0,1.43,4,30,95,0.1,1,0,1,"Expanded","Historic",1,1,0,0.693147180559945,33.519642,0.882352941176471,0.95
"82","SoCal","Victoria Beach",2022-04-19,"Spring",10,1.84,1.18,4,80,100,0,0,0,1,"Expanded","Historic",0,0,0,0.693147180559945,33.519642,0.952380952380952,1
"83","SoCal","Victoria Beach",2022-04-19,"Spring",10,2.4,0.93,4,10,100,0.1,1,1,1,"Expanded","Historic",1,1,0.693147180559945,0.693147180559945,33.519642,0.714285714285714,1
"84","SoCal","Victoria Beach",2022-04-19,"Spring",10,3.3,0.68,0,4,90,1,0,4,0,"Expanded","Historic",0,1,1.6094379124341,0,33.519642,1,0.9
"85","SoCal","Victoria Beach",2022-04-19,"Spring",13,0,1.57,2,14,97,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,0.875,0.97
"86","SoCal","Victoria Beach",2022-04-19,"Spring",13,1.63,1.32,3,15,98,1,0,1,0,"Expanded","Historic",0,1,0.693147180559945,0,33.519642,0.833333333333333,0.98
"87","SoCal","Victoria Beach",2022-04-19,"Spring",13,3.84,1.07,1,10,75,2,2,3,2,"Expanded","Historic",1,1,1.38629436111989,1.09861228866811,33.519642,0.909090909090909,0.75
"88","SoCal","Victoria Beach",2022-04-19,"Spring",13,6.43,0.82,0,10,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,1
"89","SoCal","Victoria Beach",2022-04-19,"Spring",13,9.04,0.57,0,0,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,NA,1
"90","SoCal","Victoria Beach",2022-04-19,"Spring",5,0,1.46,1,3,53,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,0.75,0.53
"91","SoCal","Victoria Beach",2022-04-19,"Spring",5,1.1,1.21,0,43,68,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.68
"92","SoCal","Victoria Beach",2022-04-19,"Spring",5,1.56,0.96,0,22,78,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.78
"93","SoCal","Victoria Beach",2022-04-19,"Spring",5,1.81,0.71,0,5,89,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.89
"94","SoCal","Victoria Beach",2022-04-19,"Spring",5,2.15,0.46,0,12,87,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.87
"95","SoCal","Victoria Beach",2022-04-19,"Spring",5,2.4,0.21,0,14,36,0,0,0,0,"Expanded","Historic",0,0,0,0,33.519642,1,0.36
"96","SoCal","Crystal Cove",2022-04-21,"Spring",23,0,0.97,0.2,3,10,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.9375,0.1
"97","SoCal","Crystal Cove",2022-04-21,"Spring",23,2.11,0.72,0,0.1,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,1,0
"98","SoCal","Crystal Cove",2022-04-21,"Spring",23,14.5,0.47,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"99","SoCal","Crystal Cove",2022-04-21,"Spring",23,18.61,0.22,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"100","SoCal","Crystal Cove",2022-04-21,"Spring",23,18.75,-0.03,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"101","SoCal","Crystal Cove",2022-04-21,"Spring",22,0,1.38,0.5,23,60,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.978723404255319,0.6
"102","SoCal","Crystal Cove",2022-04-21,"Spring",22,1.45,1.13,10,30,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.75,0
"103","SoCal","Crystal Cove",2022-04-21,"Spring",22,2.7,0.88,0,35,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,1,0
"104","SoCal","Crystal Cove",2022-04-21,"Spring",22,4.14,0.63,0.5,6,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.923076923076923,0
"105","SoCal","Crystal Cove",2022-04-21,"Spring",14,0,1.4,6,45,6,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.882352941176471,0.06
"106","SoCal","Crystal Cove",2022-04-21,"Spring",14,0.65,1.15,0.1,2,20,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.952380952380952,0.2
"107","SoCal","Crystal Cove",2022-04-21,"Spring",14,3.16,0.9,0.5,2,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.8,0
"108","SoCal","Crystal Cove",2022-04-21,"Spring",14,15.9,0.65,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"109","SoCal","Crystal Cove",2022-04-21,"Spring",8,0,2.05,7,75,1,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.914634146341463,0.01
"110","SoCal","Crystal Cove",2022-04-21,"Spring",8,0.75,1.8,7,0,1,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0,0.01
"111","SoCal","Crystal Cove",2022-04-21,"Spring",8,1,1.55,3,0,40,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0,0.4
"112","SoCal","Crystal Cove",2022-04-21,"Spring",8,1.53,1.3,8,20,25,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.714285714285714,0.25
"113","SoCal","Crystal Cove",2022-04-21,"Spring",8,2,1.05,1,2,12,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.666666666666667,0.12
"114","SoCal","Crystal Cove",2022-04-21,"Spring",8,12.56,0.8,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"115","SoCal","Crystal Cove",2022-04-21,"Spring",1,0,1.4,20,20,25,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.5,0.25
"116","SoCal","Crystal Cove",2022-04-21,"Spring",1,1.18,1.15,2,3,55,0.2,0,1,0,"NA","Historic",0,1,0.693147180559945,0,33.568624,0.6,0.55
"117","SoCal","Crystal Cove",2022-04-21,"Spring",1,1.9,0.9,1,0,25,0.2,0,1,0,"NA","Historic",0,1,0.693147180559945,0,33.568624,0,0.25
"118","SoCal","Crystal Cove",2022-04-21,"Spring",1,2.46,0.65,0.2,0.2,4,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.5,0.04
"119","SoCal","Crystal Cove",2022-04-21,"Spring",1,3.7,0.4,0.1,0.1,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.5,0
"120","SoCal","Crystal Cove",2022-04-21,"Spring",1,14,0.15,0.1,0.3,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,0.75,0
"121","SoCal","Crystal Cove",2022-04-21,"Spring",1,24.7,-0.1,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.568624,NA,0
"122","Baja","Saldamando",2022-05-20,"Spring",13,0,1.28,0.2,2,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,0.909090909090909,0
"123","Baja","Saldamando",2022-05-20,"Spring",13,0.63,1.03,0.1,4,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,0.975609756097561,0
"124","Baja","Saldamando",2022-05-20,"Spring",13,11.79,0.78,0,10,6,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,1,0.06
"125","Baja","Saldamando",2022-05-20,"Spring",13,12.48,0.53,0,0,0,3,2,3,1,"Historic","Historic",1,1,1.38629436111989,0.693147180559945,31.928424,NA,0
"126","Baja","Saldamando",2022-05-20,"Spring",18,1.9,1.2,2,48,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,0.96,0
"127","Baja","Saldamando",2022-05-20,"Spring",18,2.43,0.95,0,47,0,0,1,0,1,"Historic","Historic",1,0,0,0.693147180559945,31.928424,1,0
"128","Baja","Saldamando",2022-05-20,"Spring",18,12.09,0.7,0,0,31,3,12,14,12,"Historic","Historic",1,1,2.70805020110221,2.56494935746154,31.928424,NA,0.31
"129","Baja","Saldamando",2022-05-20,"Spring",17,0,0.84,0,4,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,1,0
"130","Baja","Saldamando",2022-05-20,"Spring",17,8.5,0.59,0,80,0,0,3,0,1,"Historic","Historic",1,0,0,0.693147180559945,31.928424,1,0
"131","Baja","Saldamando",2022-05-20,"Spring",17,11.4,0.34,0,20,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,1,0
"132","Baja","Saldamando",2022-05-20,"Spring",22,0,0.72,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.928424,NA,0
"133","Baja","Saldamando",2022-05-20,"Spring",22,10.7,0.47,0,21,0,0.2,0,1,0,"Historic","Historic",0,1,0.693147180559945,0,31.928424,1,0
"134","Baja","Saldamando",2022-05-20,"Spring",16,3.8,1.2,3,20,0,0,1,0,3,"Historic","Historic",1,0,0,1.38629436111989,31.928424,0.869565217391304,0
"135","Baja","Saldamando",2022-05-20,"Spring",16,12.6,0.95,0,1,2,0.5,0,2,0,"Historic","Historic",0,1,1.09861228866811,0,31.928424,1,0.02
"136","Baja","San Miguel",2022-05-19,"Spring",16,0,1.3,18,2,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.1,0
"137","Baja","San Miguel",2022-05-19,"Spring",16,0.73,1.05,0,85,0,0,9,0,8,"Historic","Historic",1,0,0,2.19722457733622,31.901838,1,0
"138","Baja","San Miguel",2022-05-19,"Spring",16,1.22,0.8,5,25,0,0,2,0,3,"Historic","Historic",1,0,0,1.38629436111989,31.901838,0.833333333333333,0
"139","Baja","San Miguel",2022-05-19,"Spring",16,5.38,0.55,0.1,24,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.995850622406639,0
"140","Baja","San Miguel",2022-05-19,"Spring",16,18.94,0.3,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"141","Baja","San Miguel",2022-05-19,"Spring",16,21.66,0.05,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"142","Baja","San Miguel",2022-05-19,"Spring",7,0,1.22,0,0.1,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"143","Baja","San Miguel",2022-05-19,"Spring",7,0.56,0.97,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"144","Baja","San Miguel",2022-05-19,"Spring",7,4.24,0.72,5,7,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.583333333333333,0
"145","Baja","San Miguel",2022-05-19,"Spring",7,7.36,0.47,0,56,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"146","Baja","San Miguel",2022-05-19,"Spring",7,14.48,0.22,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"147","Baja","San Miguel",2022-05-19,"Spring",7,18.57,-0.03,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"148","Baja","San Miguel",2022-05-19,"Spring",17,0,1.28,0,35,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"149","Baja","San Miguel",2022-05-19,"Spring",17,0.45,1.03,0,16,0,0,4,0,2,"Historic","Historic",1,0,0,1.09861228866811,31.901838,1,0
"150","Baja","San Miguel",2022-05-19,"Spring",17,1.35,0.78,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"151","Baja","San Miguel",2022-05-19,"Spring",17,2.15,0.53,0,12,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"152","Baja","San Miguel",2022-05-19,"Spring",17,2.8,0.28,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"153","Baja","San Miguel",2022-05-19,"Spring",17,3.75,0.03,0,25,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"154","Baja","San Miguel",2022-05-19,"Spring",17,5.4,-0.22,0,25,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"155","Baja","San Miguel",2022-05-19,"Spring",17,19.2,-0.47,0,8,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"156","Baja","San Miguel",2022-05-19,"Spring",21,2.8,1.51,30,50,0,0,3,0,4,"Historic","Historic",1,0,0,1.6094379124341,31.901838,0.625,0
"157","Baja","San Miguel",2022-05-19,"Spring",21,3.19,1.26,40,50,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.555555555555556,0
"158","Baja","San Miguel",2022-05-19,"Spring",21,3.45,1.01,20,80,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.8,0
"159","Baja","San Miguel",2022-05-19,"Spring",21,3.79,0.76,0,50,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"160","Baja","San Miguel",2022-05-19,"Spring",21,7.05,0.51,0,60,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"161","Baja","San Miguel",2022-05-19,"Spring",21,23.5,0.26,0,0.2,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"162","Baja","San Miguel",2022-05-19,"Spring",22,0,1.16,20,30,0,0,2,0,4,"Historic","Historic",1,0,0,1.6094379124341,31.901838,0.6,0
"163","Baja","San Miguel",2022-05-19,"Spring",22,0.63,0.91,0,85,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,1,0
"164","Baja","San Miguel",2022-05-19,"Spring",22,4,0.66,0.1,20,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,0.99502487562189,0
"165","Baja","San Miguel",2022-05-19,"Spring",22,24,0.41,0,0,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.901838,NA,0
"166","Baja","Punta Morro",2022-05-22,"Spring",2,0,0.86,8,94,0,0,0,0,0,"Historic","Historic",0,0,0,0,31.8615,0.92156862745098,0
